id,comment,company_id,car_id,user_id,created_at,updated_at,km,performed,status,payment_method_id,company_info,budget_id,deliver,deliver_actual
3559,,12,2852,1199,2012-01-10 19:32:02 -0300,2012-01-11 08:31:27 -0300,150000,2012-01-10,4,1,"",,,
3562,,12,2853,1199,2012-01-11 08:36:49 -0300,2012-01-11 10:37:26 -0300,160500,2012-01-11,4,1,"",,,
3563,,12,2854,4,2012-01-11 08:38:43 -0300,2012-01-11 11:22:29 -0300,91600,2012-01-11,4,1,"",,,
3568,,12,2859,1199,2012-01-11 09:48:29 -0300,2012-01-11 11:23:01 -0300,20700,2012-01-11,4,3,"",,,
3569,,12,2860,1199,2012-01-11 09:58:05 -0300,2012-01-11 11:22:44 -0300,12000,2012-01-11,4,1,"",,,
3573,,12,2863,1199,2012-01-11 11:53:16 -0300,2012-01-12 08:27:38 -0300,199765,2012-01-11,4,3,"",,,
3576,,12,2635,1199,2012-01-11 12:06:47 -0300,2012-01-12 08:30:00 -0300,280000,2012-01-11,4,3,"",,,
3577,,12,2865,4,2012-01-11 12:17:18 -0300,2012-01-12 08:28:42 -0300,180000,2012-01-11,4,1,"",,,
3578,,12,1817,1199,2012-01-11 12:46:01 -0300,2012-01-12 08:25:13 -0300,111111,2012-01-11,4,1,"",,,
3581,,12,2867,1199,2012-01-11 16:31:29 -0300,2012-01-12 08:29:02 -0300,20000,2012-01-11,4,3,"",,,
3585,,12,2870,1199,2012-01-11 16:40:00 -0300,2012-01-12 08:26:22 -0300,55000,2012-01-11,4,1,"",,,
3586,,12,2872,1199,2012-01-11 16:46:07 -0300,2012-01-12 08:25:50 -0300,92000,2012-01-11,4,3,"",,,
3587,,12,2873,1199,2012-01-11 17:12:12 -0300,2012-01-12 08:26:45 -0300,92000,2012-01-11,4,2,"",,,
3595,,12,2879,1199,2012-01-11 20:27:55 -0300,2012-01-12 08:28:19 -0300,27641,2012-01-11,4,1,"",,,
3596,,12,2880,1199,2012-01-11 20:38:00 -0300,2012-01-12 08:27:12 -0300,250000,2012-01-11,4,3,"",,,
3598,,12,2881,4,2012-01-12 08:32:12 -0300,2012-01-12 16:22:42 -0300,35041,2012-01-12,4,1,"",,,
3600,,12,2882,4,2012-01-12 09:05:09 -0300,2012-01-12 16:23:00 -0300,90000,2012-01-12,4,1,"",,,
3601,,12,2561,1199,2012-01-12 09:14:02 -0300,2012-01-13 08:25:46 -0300,250000,2012-01-12,4,1,"",,,
3604,,12,2884,1200,2012-01-12 09:38:47 -0300,2012-01-12 16:25:32 -0300,7600,2012-01-12,4,1,"",,,
3608,,12,2888,1200,2012-01-12 10:26:46 -0300,2012-01-12 16:27:00 -0300,300,2012-01-12,4,1,"",,,
3614,,12,2894,1199,2012-01-12 11:44:51 -0300,2012-01-13 08:26:07 -0300,100000,2012-01-12,4,2,"",,,
3617,,12,2565,1199,2012-01-12 12:40:11 -0300,2012-01-13 08:26:27 -0300,90000,2012-01-12,4,1,"",,,
3620,,12,2899,1199,2012-01-12 16:51:23 -0300,2012-01-13 08:26:46 -0300,160000,2012-01-12,4,1,"",,,
3621,,12,2202,1199,2012-01-12 16:53:44 -0300,2012-01-13 08:27:10 -0300,292000,2012-01-12,4,3,"",,,
3622,,12,2900,4,2012-01-12 16:54:51 -0300,2012-01-13 16:41:02 -0300,60000,2012-01-12,4,1,"",,,
3623,,12,2901,1199,2012-01-12 17:01:19 -0300,2012-01-13 08:28:20 -0300,130000,2012-01-12,4,1,"",,,
3624,,12,2902,1199,2012-01-12 17:27:52 -0300,2012-01-13 17:25:52 -0300,90000,2012-01-12,4,3,"",,,
3625,,12,2903,1199,2012-01-12 17:34:20 -0300,2012-01-13 16:40:40 -0300,18000,2012-01-12,4,1,"",,,
3627,,12,2905,4,2012-01-12 18:34:33 -0300,2012-01-31 17:25:17 -0300,50000,2012-01-12,4,1,"",,,
3628,,12,2906,1199,2012-01-12 18:46:24 -0300,2012-01-13 17:27:30 -0300,120000,2012-01-12,4,3,"",,,
3629,,12,2907,1199,2012-01-12 18:57:01 -0300,2012-01-13 17:27:49 -0300,178400,2012-01-12,4,1,"",,,
3630,,12,2908,1199,2012-01-12 19:04:52 -0300,2012-01-13 17:28:12 -0300,89000,2012-01-12,4,3,"",,,
3631,,12,2909,1199,2012-01-12 19:32:22 -0300,2012-01-13 17:28:46 -0300,70000,2012-01-12,4,3,"",,,
3632,,12,2910,1199,2012-01-12 19:38:40 -0300,2012-01-13 17:29:05 -0300,36000,2012-01-12,4,1,"",,,
3634,,12,2911,1199,2012-01-13 08:32:36 -0300,2012-01-13 16:17:09 -0300,10000,2012-01-13,4,1,"",,,
3638,,12,2915,1200,2012-01-13 09:49:13 -0300,2012-01-13 09:55:04 -0300,228000,2012-01-13,4,1,"",,,
3640,,12,2917,1199,2012-01-13 10:05:58 -0300,2012-01-13 16:17:51 -0300,57000,2012-01-13,4,2,"",,,
3641,,12,2894,1199,2012-01-13 10:29:25 -0300,2012-01-13 10:29:31 -0300,100000,2012-01-13,4,1,"",,,
3643,,12,1242,1199,2012-01-13 10:41:09 -0300,2012-01-13 17:29:22 -0300,54738,2012-01-11,4,1,"",,,
3646,,12,2638,1199,2012-01-13 11:44:36 -0300,2012-01-13 16:18:17 -0300,180000,2012-01-13,4,1,"",,,
3647,,12,2920,1199,2012-01-13 12:28:26 -0300,2012-01-13 16:19:07 -0300,190000,2012-01-13,4,3,"",,,
3650,,12,2923,1199,2012-01-13 18:30:09 -0300,2012-01-14 12:15:23 -0300,147000,2012-01-13,4,3,"",,,
3651,,12,1603,1199,2012-01-13 19:51:51 -0300,2012-01-13 20:05:46 -0300,96955,2012-01-13,4,1,"",,,
3661,,12,2930,1199,2012-01-14 09:41:45 -0300,2012-01-14 12:13:59 -0300,102700,2012-01-14,4,2,"",,,
3663,,12,2701,4,2012-01-14 09:48:49 -0300,2012-01-14 12:18:21 -0300,155000,2012-01-14,4,1,"",,,
3670,,12,2936,1199,2012-01-14 10:45:00 -0300,2012-01-14 12:14:43 -0300,120000,2012-01-14,4,3,"",,,
3674,,12,2940,1199,2012-01-14 11:11:46 -0300,2012-01-14 12:15:57 -0300,93000,2012-01-14,4,1,"",,,
3677,,12,2942,1199,2012-01-14 11:38:22 -0300,2012-01-14 12:37:24 -0300,95000,2012-01-14,4,2,"",,,
3682,,12,2946,1199,2012-01-16 08:28:12 -0300,2012-01-18 08:34:18 -0300,190000,2012-01-16,4,1,"",,,
3687,,12,1817,1199,2012-01-16 09:00:59 -0300,2012-01-17 11:54:43 -0300,111111,2012-01-16,4,1,"",,,
3689,,12,2949,1199,2012-01-16 09:05:34 -0300,2012-01-16 16:16:37 -0300,35000,2012-01-16,4,1,"",,,
3691,,12,2952,1199,2012-01-16 09:31:35 -0300,2012-01-16 16:17:05 -0300,290000,2012-01-16,4,3,"",,,
3692,,12,2953,1199,2012-01-16 09:48:09 -0300,2012-01-16 18:48:29 -0300,185000,2012-01-16,4,1,"",,,
3694,,12,1817,1199,2012-01-16 10:07:24 -0300,2012-01-16 16:19:09 -0300,111111,2012-01-12,4,1,"",,,
3695,,12,1817,1199,2012-01-16 10:12:23 -0300,2012-01-16 16:17:45 -0300,111111,2012-01-13,4,1,"",,,
3698,,12,2955,4,2012-01-16 10:56:13 -0300,2012-01-18 11:52:00 -0300,57000,2012-01-16,4,1,"",,,
3703,,12,2960,1199,2012-01-16 11:32:23 -0300,2012-01-16 16:18:04 -0300,84000,2012-01-16,4,1,"",,,
3704,,12,2961,1199,2012-01-16 11:49:09 -0300,2012-01-16 16:12:28 -0300,140000,2012-01-16,4,1,"",,,
3707,,12,2963,1199,2012-01-16 16:07:28 -0300,2012-01-17 12:03:31 -0300,24700,2012-01-16,4,1,"",,,
3709,,12,2800,1199,2012-01-16 16:15:14 -0300,2012-01-16 20:23:05 -0300,200000,2012-01-16,4,1,"",,,
3710,,12,2965,1199,2012-01-16 16:27:27 -0300,2012-01-17 11:57:19 -0300,40000,2012-01-16,4,1,"",,,
3711,,12,2966,1199,2012-01-16 16:37:57 -0300,2012-01-17 12:03:09 -0300,250000,2012-01-16,4,1,"",,,
3719,,12,2971,1200,2012-01-16 17:55:42 -0300,2012-01-17 12:02:01 -0300,210000,2012-01-16,4,1,"",,,
3721,,12,2973,1199,2012-01-16 18:10:30 -0300,2012-01-17 12:02:46 -0300,136000,2012-01-16,4,1,"",,,
3723,,12,2974,1200,2012-01-16 18:36:00 -0300,2012-01-18 08:33:44 -0300,34000,2012-01-16,4,1,"",,,
3728,,12,2979,1199,2012-01-17 08:43:33 -0300,2012-01-18 08:25:12 -0300,100000,2012-01-17,4,2,"",,,
3729,,12,1817,1199,2012-01-17 09:03:23 -0300,2012-01-18 08:26:28 -0300,111111,2012-01-17,4,1,"",,,
3732,,12,2983,1199,2012-01-17 10:19:17 -0300,2012-01-18 08:26:11 -0300,66886,2012-01-17,4,1,"",,,
3739,,12,2953,1199,2012-01-17 12:08:33 -0300,2012-01-18 08:25:45 -0300,185000,2012-01-17,4,1,"",,,
3741,,12,2991,1199,2012-01-17 13:02:42 -0300,2012-01-17 13:03:39 -0300,110000,2012-01-17,4,3,"",,,
3745,,12,2996,1199,2012-01-17 16:30:40 -0300,2012-01-18 08:27:24 -0300,272000,2012-01-17,4,3,"",,,
3748,,12,2997,1199,2012-01-17 16:52:31 -0300,2012-01-18 08:27:51 -0300,48000,2012-01-17,4,1,"",,,
3749,,12,2998,1199,2012-01-17 16:59:53 -0300,2012-01-18 08:27:06 -0300,18400,2012-01-17,4,1,"",,,
3754,,12,3002,1199,2012-01-17 18:26:27 -0300,2012-01-18 08:30:27 -0300,84000,2012-01-17,4,3,"",,,
3755,,12,3003,4,2012-01-17 18:43:03 -0300,2012-01-18 08:30:01 -0300,100000,2012-01-17,4,1,"",,,
3756,,12,3004,4,2012-01-17 19:03:03 -0300,2012-01-18 08:32:34 -0300,52000,2012-01-17,4,3,"",,,
3758,,12,3006,1199,2012-01-17 20:28:34 -0300,2012-01-18 08:33:04 -0300,60000,2012-01-17,4,1,"",,,
3764,,12,2565,1199,2012-01-18 09:15:57 -0300,2012-01-31 17:24:58 -0300,90000,2012-01-21,4,1,"",,,
3766,,12,3011,4,2012-01-18 09:38:59 -0300,2012-01-18 11:52:35 -0300,135000,2012-01-18,4,1,"",,,
3767,,12,3012,1200,2012-01-18 09:39:39 -0300,2012-01-18 12:17:15 -0300,133000,2012-01-18,4,1,"",,,
3768,,12,3013,1199,2012-01-18 09:50:22 -0300,2012-01-18 12:18:33 -0300,22042,2012-01-18,4,1,"",,,
3771,,12,1817,1199,2012-01-18 11:30:56 -0300,2012-01-20 16:11:35 -0300,111111,2012-01-18,4,1,"",,,
3776,,12,3020,1199,2012-01-18 16:37:44 -0300,2012-01-20 16:12:47 -0300,104000,2012-01-18,4,3,"",,,
3778,,12,3022,1199,2012-01-18 17:23:55 -0300,2012-01-20 16:13:47 -0300,65000,2012-01-18,4,1,"",,,
3780,,12,3024,1199,2012-01-18 17:36:27 -0300,2012-01-20 16:13:24 -0300,200000,2012-01-18,4,1,"",,,
3781,,12,3025,4,2012-01-18 17:37:34 -0300,2012-01-20 16:14:06 -0300,400000,2012-01-18,4,1,"",,,
3783,,12,3027,1200,2012-01-18 17:43:44 -0300,2012-01-20 16:15:03 -0300,11000,2012-01-18,4,1,"",,,
3787,,12,3030,1199,2012-01-18 19:32:41 -0300,2012-01-20 16:15:19 -0300,90000,2012-01-18,4,1,"",,,
3790,,12,3031,4,2012-01-19 08:39:33 -0300,2012-01-20 16:09:11 -0300,92000,2012-01-19,4,1,"",,,
3791,,12,3032,1199,2012-01-19 09:07:09 -0300,2012-01-20 16:10:28 -0300,204350,2012-01-19,4,3,"",,,
3793,,12,2983,4,2012-01-19 09:26:34 -0300,2012-01-20 16:10:48 -0300,66886,2012-01-19,4,1,"",,,
3802,,12,3040,1199,2012-01-19 17:40:30 -0300,2012-01-20 16:11:06 -0300,81000,2012-01-19,4,1,"",,,
3809,,12,3042,1199,2012-01-20 08:55:41 -0300,2012-01-20 16:07:47 -0300,80000,2012-01-20,4,1,"",,,
3816,,12,3049,4,2012-01-20 09:59:13 -0300,2012-01-23 20:16:27 -0300,270000,2012-01-20,4,1,"",,,
3817,,12,3050,1199,2012-01-20 10:10:39 -0300,2012-01-20 16:08:19 -0300,180000,2012-01-20,4,3,"",,,
3818,,12,3051,1199,2012-01-20 10:27:04 -0300,2012-01-20 16:08:42 -0300,300000,2012-01-20,4,3,"",,,
3820,,12,2017,1199,2012-01-20 11:05:29 -0300,2012-01-20 16:09:48 -0300,58000,2012-01-20,4,3,"",,,
3824,,12,3056,1199,2012-01-20 12:07:32 -0300,2012-01-20 16:16:13 -0300,152000,2012-01-20,4,1,"",,,
3825,,12,3057,1199,2012-01-20 12:44:22 -0300,2012-01-20 12:48:05 -0300,330000,2012-01-20,4,1,"",,,
3832,,12,3050,1200,2012-01-20 17:46:47 -0300,2012-01-23 20:17:24 -0300,180000,2012-01-20,4,1,"",,,
3838,,12,3066,1199,2012-01-20 18:39:27 -0300,2012-01-23 20:21:02 -0300,140000,2012-01-20,4,4,"",,,
3842,,12,3070,1200,2012-01-20 19:59:25 -0300,2012-01-23 20:15:44 -0300,128000,2012-01-20,4,1,"",,,
3848,,12,3074,1199,2012-01-21 09:01:54 -0300,2012-01-21 13:10:08 -0300,170000,2012-01-21,4,3,"",,,
3853,,12,3078,4,2012-01-21 10:17:50 -0300,2012-01-21 13:10:26 -0300,70000,2012-01-21,4,1,"",,,
3854,,12,3079,4,2012-01-21 10:26:52 -0300,2012-01-23 20:16:58 -0300,176000,2012-01-21,4,1,"",,,
3856,,12,3081,1199,2012-01-21 10:40:05 -0300,2012-01-21 13:10:50 -0300,100000,2012-01-21,4,1,"",,,
3860,,12,3084,1199,2012-01-21 12:27:33 -0300,2012-01-21 13:17:46 -0300,40000,2012-01-21,4,3,"",,,
3861,,12,3085,1199,2012-01-21 12:47:51 -0300,2012-01-21 12:47:51 -0300,17000,2012-01-21,4,3,"",,,
3863,,12,3074,1199,2012-01-23 08:33:40 -0300,2012-01-31 17:25:35 -0300,170000,2012-01-23,4,3,"",,,
3866,,12,3088,1199,2012-01-23 09:16:59 -0300,2012-01-23 20:12:52 -0300,200000,2012-01-23,4,3,"",,,
3869,,12,3090,1199,2012-01-23 09:45:58 -0300,2012-01-25 08:35:55 -0300,242504,2012-01-23,4,3,"",,,
3872,,12,3092,1199,2012-01-23 10:47:58 -0300,2012-01-23 20:13:30 -0300,35000,2012-01-23,4,1,"",,,
3876,,12,1817,1199,2012-01-23 11:35:25 -0300,2012-01-23 20:20:20 -0300,111111,2012-01-23,4,1,"",,,
3880,,12,3096,1199,2012-01-23 12:15:46 -0300,2012-01-23 20:14:29 -0300,62000,2012-01-23,4,3,"",,,
3882,,12,3097,1199,2012-01-23 16:19:25 -0300,2012-01-23 20:14:50 -0300,70000,2012-01-23,4,3,"",,,
3895,,12,3105,1199,2012-01-24 08:36:45 -0300,2012-01-25 20:30:58 -0300,230000,2012-01-24,4,1,"",,,
3896,,12,3106,1199,2012-01-24 08:48:09 -0300,2012-01-24 16:09:59 -0300,81200,2012-01-24,4,1,"",,,
3899,,12,3108,1199,2012-01-24 09:42:43 -0300,2012-01-25 08:35:12 -0300,31000,2012-01-24,4,1,"",,,
3904,,12,3111,1199,2012-01-24 12:15:54 -0300,2012-01-25 08:34:41 -0300,154000,2012-01-24,4,3,"",,,
3909,,12,3115,1199,2012-01-24 18:00:52 -0300,2012-01-25 08:35:35 -0300,63000,2012-01-24,4,1,"",,,
3916,,12,3119,1199,2012-01-25 09:07:04 -0300,2012-01-25 09:39:02 -0300,52000,2012-01-25,4,1,"",,,
3923,,12,1781,1199,2012-01-25 11:09:26 -0300,2012-01-25 20:28:16 -0300,110000,2012-01-25,4,1,"",,,
3925,,12,3126,1199,2012-01-25 11:51:30 -0300,2012-01-25 20:28:33 -0300,1300,2012-01-25,4,2,"",,,
3929,,12,3129,1200,2012-01-25 16:06:26 -0300,2012-01-25 20:27:52 -0300,35500,2012-01-25,4,1,"",,,
3934,,12,3090,1199,2012-01-25 17:27:47 -0300,2012-01-31 17:24:02 -0300,242504,2012-01-25,4,3,"",,,
3935,,12,3132,1199,2012-01-25 17:43:26 -0300,2012-01-25 20:29:15 -0300,147000,2012-01-25,4,2,"",,,
3937,,12,3134,1199,2012-01-25 18:20:54 -0300,2012-01-25 20:29:35 -0300,240000,2012-01-25,4,3,"",236,,
3938,,12,520,4,2012-01-25 18:28:06 -0300,2012-01-25 18:28:06 -0300,61345,2012-01-25,4,1,"",,,
3941,,12,3137,1199,2012-01-25 18:54:43 -0300,2012-01-25 20:29:49 -0300,193400,2012-01-25,4,3,"",,,
3943,,12,3139,1199,2012-01-25 19:47:07 -0300,2012-01-25 20:30:22 -0300,20400,2012-01-25,4,3,"",,,
3945,,12,1817,1199,2012-01-25 20:34:19 -0300,2012-01-25 20:34:19 -0300,111111,2012-01-25,4,1,"",,,
3947,,12,2971,1199,2012-01-26 09:00:15 -0300,2012-01-31 16:08:09 -0300,210000,2012-01-26,4,1,"",,,
3953,,12,3142,1199,2012-01-26 10:10:15 -0300,2012-01-31 16:36:45 -0300,106000,2012-01-26,4,3,"",266,,
3955,,12,3143,1199,2012-01-26 10:24:05 -0300,2012-01-31 16:30:13 -0300,300000,2012-01-26,4,1,"",,,
3957,,12,3144,1199,2012-01-26 10:38:33 -0300,2012-01-31 16:33:31 -0300,45000,2012-01-26,4,1,"",,,
3960,,12,3147,1199,2012-01-26 11:36:12 -0300,2012-01-31 16:34:19 -0300,190000,2012-01-26,4,1,"",,,
3964,,12,3150,1199,2012-01-26 12:52:54 -0300,2012-01-31 16:31:05 -0300,165000,2012-01-26,4,4,"",,,
3973,,12,3157,1200,2012-01-26 17:45:28 -0300,2012-01-31 16:37:02 -0300,30000,2012-01-26,4,1,"",,,
3980,,12,3164,4,2012-01-27 08:20:34 -0300,2012-01-31 09:28:11 -0300,56673,2012-01-27,4,1,"",,,
3981,,12,1649,1199,2012-01-27 08:30:00 -0300,2012-01-31 10:31:08 -0300,235000,2012-01-27,4,1,"",,,
3983,,12,1817,1199,2012-01-27 08:47:07 -0300,2012-01-31 09:29:07 -0300,111111,2012-01-27,4,1,"",,,
3985,,12,3166,1199,2012-01-27 09:02:22 -0300,2012-01-31 10:18:32 -0300,125000,2012-01-27,4,1,"",,,
3988,,12,3143,1199,2012-01-27 10:04:02 -0300,2012-01-31 10:18:55 -0300,300000,2012-01-27,4,1,"",,,
3989,,12,2952,1199,2012-01-27 10:21:53 -0300,2012-01-31 10:19:15 -0300,290000,2012-01-27,4,3,"",,,
3993,,12,3172,1199,2012-01-27 10:59:16 -0300,2012-01-31 17:26:13 -0300,125000,2012-01-27,4,2,"",,,
3998,,12,3176,1199,2012-01-27 12:32:04 -0300,2012-01-31 17:25:56 -0300,135000,2012-01-27,4,1,"",,,
4000,,12,3178,1199,2012-01-27 18:10:14 -0300,2012-01-31 10:18:04 -0300,470000,2012-01-27,4,1,"",,,
4001,,12,3179,1199,2012-01-27 18:23:35 -0300,2012-01-31 10:19:32 -0300,75000,2012-01-27,4,1,"",,,
4003,,12,3181,1199,2012-01-27 18:52:07 -0300,2012-01-31 10:25:23 -0300,103000,2012-01-27,4,1,"",,,
4006,,12,3185,1199,2012-01-27 19:14:34 -0300,2012-01-31 10:25:04 -0300,150000,2012-01-27,4,3,"",189,,
4010,,12,3188,1199,2012-01-27 19:58:42 -0300,2012-01-31 16:34:52 -0300,156000,2012-01-27,4,3,"",,,
4012,,12,3190,4,2012-01-27 20:23:49 -0300,2012-01-31 10:24:13 -0300,47000,2012-01-27,4,1,"",,,
4013,,12,3191,4,2012-01-27 20:26:06 -0300,2012-01-31 16:05:40 -0300,286000,2012-01-27,4,1,"",265,,
4016,,12,3192,4,2012-01-28 08:59:01 -0300,2012-01-30 20:28:12 -0300,78000,2012-01-28,4,1,"",,,
4022,,12,3195,1200,2012-01-28 10:51:36 -0300,2012-01-31 09:28:32 -0300,142000,2012-01-28,4,1,"",,,
4028,,12,3200,4,2012-01-28 12:18:50 -0300,2012-01-31 16:07:34 -0300,142000,2012-01-28,4,3,"",,,
4031,,12,3172,1199,2012-01-30 09:33:28 -0300,2012-01-30 20:26:36 -0300,125000,2012-01-30,4,2,"",,,
4033,,12,3204,1199,2012-01-30 10:25:12 -0300,2012-01-30 20:27:46 -0300,150000,2012-01-30,4,2,"",,,
4034,,12,1692,1200,2012-01-30 10:25:54 -0300,2012-01-30 18:37:16 -0300,95000,2012-01-30,4,1,"",,,
4035,,12,3205,1199,2012-01-30 10:52:49 -0300,2012-02-09 11:06:53 -0300,0,2012-02-09,4,4,"",,,
4036,,12,3206,1200,2012-01-30 10:53:52 -0300,2012-01-30 20:21:37 -0300,60000,2012-01-30,4,1,"",,,
4038,,12,3207,1199,2012-01-30 10:58:39 -0300,2012-01-30 20:22:50 -0300,30000,2012-01-30,4,3,"",,,
4039,,12,3209,1199,2012-01-30 11:10:13 -0300,2012-01-30 20:23:29 -0300,116373,2012-01-30,4,3,"",285,,
4042,,12,3212,1199,2012-01-30 12:06:56 -0300,2012-01-30 20:23:09 -0300,50000,2012-01-30,4,1,"",,,
4047,,12,201,1200,2012-01-30 16:19:48 -0300,2012-01-30 20:23:50 -0300,46760,2012-01-30,4,1,"",,,
4048,,12,1817,1199,2012-01-30 16:24:32 -0300,2012-01-30 20:24:26 -0300,111111,2012-01-30,4,1,"",,,
4049,,12,3216,1199,2012-01-30 16:28:09 -0300,2012-01-30 20:25:04 -0300,60000,2012-01-30,4,3,"",268,,
4058,,12,3224,1199,2012-01-30 17:34:46 -0300,2012-01-30 20:24:44 -0300,117000,2012-01-30,4,1,"",,,
4062,,12,3226,1199,2012-01-30 17:48:00 -0300,2012-01-30 20:26:17 -0300,15000,2012-01-30,4,1,"",,,
4063,,12,1567,1199,2012-01-30 17:58:08 -0300,2012-01-30 20:25:38 -0300,99800,2012-01-30,4,3,"",,,
4067,,12,3231,1199,2012-01-30 19:39:25 -0300,2012-01-31 09:27:48 -0300,170000,2012-01-30,4,2,"",,,
4068,,12,3232,1199,2012-01-30 20:02:27 -0300,2012-01-30 20:21:18 -0300,150000,2012-01-30,4,3,"",,,
4071,,12,3233,1199,2012-01-31 08:36:36 -0300,2012-02-04 08:17:40 -0300,30255,2012-01-31,4,1,"",,,
4073,,12,3235,1199,2012-01-31 08:54:56 -0300,2012-01-31 09:03:34 -0300,80000,2012-01-31,4,3,"",,,
4074,,12,3236,1199,2012-01-31 09:07:44 -0300,2012-01-31 16:31:47 -0300,157000,2012-01-31,4,1,"",,,
4075,,12,3004,1199,2012-01-31 10:40:28 -0300,2012-01-31 16:06:59 -0300,52000,2012-01-31,4,3,"",,,
4076,,12,3237,1199,2012-01-31 10:50:25 -0300,2012-01-31 16:06:18 -0300,1010000,2012-01-31,4,3,"",306,,
4078,,12,3239,1199,2012-01-31 11:50:44 -0300,2012-01-31 16:06:33 -0300,99355,2012-01-31,4,1,"",,,
4082,,12,2741,1199,2012-01-31 17:32:13 -0300,2012-01-31 19:58:16 -0300,160000,2012-01-31,4,1,"",,,
4086,,12,3243,1199,2012-01-31 18:47:24 -0300,2012-01-31 19:57:45 -0300,20000,2012-01-31,4,1,"",,,
4087,,12,3244,1199,2012-01-31 19:01:53 -0300,2012-01-31 19:57:20 -0300,125000,2012-01-31,4,3,"",,,
4088,,12,3245,1199,2012-01-31 19:15:15 -0300,2012-02-04 08:18:06 -0300,150000,2012-01-31,4,3,"",295,,
4089,,12,3004,1199,2012-01-31 19:26:20 -0300,2012-01-31 19:56:24 -0300,52000,2012-01-31,4,3,"",,,
4090,,12,3246,1199,2012-02-01 08:29:07 -0300,2012-02-03 20:23:32 -0300,41000,2012-02-01,4,1,"",,,
4091,,12,3247,1199,2012-02-01 08:40:53 -0300,2012-02-04 08:17:20 -0300,16000,2012-02-01,4,1,"",,,
4093,,12,1817,1199,2012-02-01 09:12:53 -0300,2012-02-01 09:12:53 -0300,111111,2012-01-31,4,1,"",,,
4094,,12,1817,1199,2012-02-01 09:13:35 -0300,2012-02-04 08:18:58 -0300,111111,2012-02-01,4,1,"",,,
4097,,12,3249,1199,2012-02-01 10:20:28 -0300,2012-02-03 16:09:38 -0300,12500,2012-02-01,4,1,"",,,
4099,,12,3250,1199,2012-02-01 11:31:17 -0300,2012-02-03 16:13:12 -0300,40000,2012-02-01,4,3,"",,,
4101,,12,3252,1199,2012-02-01 12:07:45 -0300,2012-02-04 08:17:02 -0300,90000,2012-02-01,4,2,"",311,,
4105,,12,3256,1199,2012-02-01 16:39:49 -0300,2012-02-03 20:23:15 -0300,112000,2012-02-01,4,2,"",,,
4107,,12,1918,1199,2012-02-01 16:49:33 -0300,2012-02-04 08:19:32 -0300,300000,2012-02-01,4,1,"",,,
4113,,12,3262,1199,2012-02-02 09:12:43 -0300,2012-02-03 16:07:04 -0300,144000,2012-02-02,4,1,"",,,
4114,,12,3264,1199,2012-02-02 09:59:41 -0300,2012-02-02 19:30:34 -0300,145000,2012-02-02,4,1,"",,,
4116,,12,3265,1199,2012-02-02 11:04:42 -0300,2012-02-03 20:22:57 -0300,250000,2012-02-02,4,1,"",,,
4120,,12,1850,1199,2012-02-02 17:16:55 -0300,2012-02-04 08:19:58 -0300,154265,2012-02-02,4,3,"",,,
4121,,12,3269,1200,2012-02-02 17:22:45 -0300,2012-02-03 16:08:21 -0300,73000,2012-02-02,4,1,"",,,
4124,,12,3271,1199,2012-02-02 19:41:55 -0300,2012-02-03 16:09:02 -0300,200000,2012-02-02,4,3,"",,,
4126,,12,3272,1199,2012-02-02 19:49:55 -0300,2012-02-03 16:09:22 -0300,235000,2012-02-02,4,2,"",315,,
4130,,12,3275,1199,2012-02-03 09:25:15 -0300,2012-02-03 16:04:40 -0300,200000,2012-02-03,4,1,"",,,
4133,,12,3277,1199,2012-02-03 10:09:28 -0300,2012-02-03 20:22:24 -0300,200000,2012-02-03,4,1,"",284,,
4134,,12,3278,1199,2012-02-03 10:14:52 -0300,2012-02-03 20:21:52 -0300,131682,2012-02-03,4,3,"",320,,
4136,,12,3279,1199,2012-02-03 10:43:40 -0300,2012-02-03 16:04:59 -0300,7000,2012-02-03,4,1,"",,,
4137,,12,3281,1199,2012-02-03 11:12:55 -0300,2012-02-03 16:06:25 -0300,250000,2012-02-03,4,1,"",330,,
4139,,12,3282,1199,2012-02-03 11:26:51 -0300,2012-02-03 16:06:40 -0300,250000,2012-02-03,4,3,"",,,
4140,,12,3283,1199,2012-02-03 11:40:51 -0300,2012-02-03 16:08:40 -0300,235270,2012-02-03,4,2,"",,,
4141,,12,3284,1199,2012-02-03 11:53:54 -0300,2012-02-03 16:07:31 -0300,270000,2012-02-03,4,1,"",,,
4146,,12,3287,1199,2012-02-03 17:19:07 -0300,2012-03-29 19:31:12 -0300,300000,2012-02-03,4,1,"",,,
4149,,12,3289,1199,2012-02-03 17:38:22 -0300,2012-02-03 20:22:10 -0300,125000,2012-02-03,4,1,"",,,
4151,,12,3291,1199,2012-02-03 19:20:05 -0300,2012-02-03 20:22:38 -0300,150000,2012-02-03,4,3,"",,,
4153,,12,3293,1199,2012-02-03 19:46:33 -0300,2012-02-03 20:18:59 -0300,26000,2012-02-03,4,3,"",,,
4160,,12,3298,1200,2012-02-04 09:57:53 -0300,2012-02-04 11:23:27 -0300,33000,2012-02-04,4,1,"",,,
4163,,12,3299,1200,2012-02-04 10:19:49 -0300,2012-02-04 11:22:50 -0300,30500,2012-02-04,4,1,"",,,
4164,,12,3300,1199,2012-02-04 10:20:45 -0300,2012-02-04 13:07:30 -0300,32000,2012-02-04,4,1,"",305,,
